order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,city,category,product_name,quantity,unit_price,discount,sales,profit,profit_margin,order_year,order_month,order_quarter,order_month_name,order_year_month,days_to_ship,discount_band,sales_band,is_profitable,customer_ltv,customer_tier,revenue_share_pct
ORD-04954,2021-01-08,2021-01-13,Standard Class,CUST-0223,Esha Verma,Consumer,South,Kochi,Clothing,Men's Formal Shirt,4,1201.92,0.2,3846.14,1421.53,36.96,2021,1,1,Jan,2021-01,5,Medium (11-20%),₹2K–10K,True,392444.56,Platinum,0.0059
ORD-04664,2021-01-09,2021-01-12,First Class,CUST-0146,Aditi Chatterjee,Consumer,West,Surat,Electronics,Smartwatch Series 5,1,8248.61,0.05,7836.18,1961.0,25.02,2021,1,1,Jan,2021-01,3,Low (1-10%),₹2K–10K,True,145928.34,Silver,0.0121
ORD-03148,2021-01-09,2021-01-15,Standard Class,CUST-0110,Manish Chatterjee,Consumer,East,Kolkata,Clothing,Women's Kurti,3,1483.58,0.1,4005.67,1571.38,39.23,2021,1,1,Jan,2021-01,6,Low (1-10%),₹2K–10K,True,147706.91,Silver,0.0062
ORD-04161,2021-01-09,2021-01-12,Second Class,CUST-0202,Kavya Chatterjee,Consumer,East,Kolkata,Electronics,Smartphone Lite,1,9566.05,0.1,8609.44,974.24,11.32,2021,1,1,Jan,2021-01,3,Low (1-10%),₹2K–10K,True,381254.03,Platinum,0.0133
ORD-04603,2021-01-09,2021-01-16,Standard Class,CUST-0213,Arjun Pandey,Corporate,South,Hyderabad,Home & Kitchen,Non-Stick Cookware Set,1,3670.68,0.0,3670.68,1387.51,37.8,2021,1,1,Jan,2021-01,7,No Discount,₹2K–10K,True,275856.57,Gold,0.0057
ORD-04459,2021-01-10,2021-01-15,Standard Class,CUST-0271,Yash Iyer,Corporate,East,Guwahati,Sports & Fitness,Yoga Mat Premium,1,1801.34,0.0,1801.34,745.75,41.4,2021,1,1,Jan,2021-01,5,No Discount,< ₹2K,True,177176.99,Gold,0.0028
ORD-02558,2021-01-10,2021-01-15,Standard Class,CUST-0095,Arjun Yadav,Corporate,South,Coimbatore,Clothing,Woollen Sweater,5,1980.27,0.15,8416.15,3031.96,36.03,2021,1,1,Jan,2021-01,5,Medium (11-20%),₹2K–10K,True,158140.53,Gold,0.013
ORD-02141,2021-01-11,2021-01-18,Standard Class,CUST-0113,Esha Joshi,Home Office,East,Kolkata,Electronics,Smartphone Lite,2,9552.35,0.05,18149.46,2279.21,12.56,2021,1,1,Jan,2021-01,7,Low (1-10%),₹10K–30K,True,456350.15,Platinum,0.028
ORD-03897,2021-01-11,2021-01-17,Standard Class,CUST-0047,Tanvi Pandey,Consumer,East,Guwahati,Home & Kitchen,Non-Stick Cookware Set,1,3820.03,0.0,3820.03,1265.19,33.12,2021,1,1,Jan,2021-01,6,No Discount,₹2K–10K,True,81402.13,Silver,0.0059
ORD-02073,2021-01-12,2021-01-17,Standard Class,CUST-0244,Rahul Chopra,Consumer,East,Ranchi,Electronics,Smartphone X12,4,18160.1,0.05,69008.38,10399.28,15.07,2021,1,1,Jan,2021-01,5,Low (1-10%),₹30K–1L,True,343541.11,Platinum,0.1065
ORD-04056,2021-01-12,2021-01-16,Second Class,CUST-0295,Gaurav Kumar,Consumer,North,Delhi,Books & Stationery,Highlighter Pack,2,183.93,0.1,331.07,149.31,45.1,2021,1,1,Jan,2021-01,4,Low (1-10%),< ₹2K,True,131525.05,Silver,0.0005
ORD-03741,2021-01-13,2021-01-19,Standard Class,CUST-0007,Yash Chatterjee,Consumer,East,Kolkata,Electronics,Smartwatch Series 5,1,8208.04,0.0,8208.04,1887.85,23.0,2021,1,1,Jan,2021-01,6,No Discount,₹2K–10K,True,44846.18,Bronze,0.0127
ORD-02810,2021-01-13,2021-01-19,Standard Class,CUST-0295,Gaurav Kumar,Consumer,North,Delhi,Electronics,Tablet Ultra,1,24659.7,0.0,24659.7,5178.54,21.0,2021,1,1,Jan,2021-01,6,No Discount,₹10K–30K,True,131525.05,Silver,0.038
ORD-00464,2021-01-13,2021-01-20,Standard Class,CUST-0200,Arjun Pillai,Corporate,West,Mumbai,Clothing,Winter Jacket,1,4416.01,0.2,3532.81,1119.2,31.68,2021,1,1,Jan,2021-01,7,Medium (11-20%),₹2K–10K,True,105962.92,Silver,0.0055
ORD-00773,2021-01-13,2021-01-19,Standard Class,CUST-0030,Gaurav Kumar,Consumer,South,Kochi,Electronics,Tablet Ultra,2,25267.84,0.05,48008.9,9633.22,20.07,2021,1,1,Jan,2021-01,6,Low (1-10%),₹30K–1L,True,130748.39,Silver,0.0741
ORD-04903,2021-01-14,2021-01-21,Standard Class,CUST-0101,Vikas Sharma,Consumer,South,Hyderabad,Home & Kitchen,Bedsheet Set King,1,1869.22,0.05,1775.76,933.21,52.55,2021,1,1,Jan,2021-01,7,Low (1-10%),< ₹2K,True,191681.34,Gold,0.0027
ORD-04558,2021-01-14,2021-01-20,Standard Class,CUST-0271,Yash Iyer,Corporate,East,Guwahati,Clothing,Sports T-Shirt,1,801.07,0.2,640.86,226.4,35.33,2021,1,1,Jan,2021-01,6,Medium (11-20%),< ₹2K,True,177176.99,Gold,0.001
ORD-03383,2021-01-14,2021-01-18,Second Class,CUST-0140,Rahul Reddy,Home Office,East,Ranchi,Electronics,Smartphone Lite,2,10194.62,0.0,20389.24,2813.72,13.8,2021,1,1,Jan,2021-01,4,No Discount,₹10K–30K,True,313883.64,Platinum,0.0315
ORD-04633,2021-01-14,2021-01-18,First Class,CUST-0284,Sneha Bose,Consumer,East,Bhubaneswar,Electronics,"Monitor 27"" 4K",1,21341.42,0.0,21341.42,3730.48,17.48,2021,1,1,Jan,2021-01,4,No Discount,₹10K–30K,True,253930.38,Gold,0.0329
ORD-03326,2021-01-14,2021-01-17,First Class,CUST-0192,Rahul Sinha,Home Office,East,Kolkata,Electronics,Smartphone X12,1,18531.81,0.0,18531.81,3068.87,16.56,2021,1,1,Jan,2021-01,3,No Discount,₹10K–30K,True,138013.18,Silver,0.0286
ORD-02774,2021-01-14,2021-01-19,Standard Class,CUST-0280,Divya Tiwari,Corporate,North,Jaipur,Clothing,Casual Dress,3,2463.12,0.0,7389.36,3916.36,53.0,2021,1,1,Jan,2021-01,5,No Discount,₹2K–10K,True,161997.09,Gold,0.0114
ORD-01850,2021-01-15,2021-01-21,Standard Class,CUST-0024,Esha Yadav,Consumer,East,Bhubaneswar,Electronics,Mechanical Keyboard,1,4704.5,0.05,4469.27,1309.58,29.3,2021,1,1,Jan,2021-01,6,Low (1-10%),₹2K–10K,True,153859.87,Gold,0.0069
ORD-02430,2021-01-15,2021-01-22,Standard Class,CUST-0093,Priya Gupta,Corporate,West,Nagpur,Clothing,Formal Trousers,5,1765.51,0.15,7503.42,3012.63,40.15,2021,1,1,Jan,2021-01,7,Medium (11-20%),₹2K–10K,True,86670.65,Silver,0.0116
ORD-04416,2021-01-15,2021-01-19,First Class,CUST-0209,Pooja Gupta,Consumer,North,Chandigarh,Electronics,Mechanical Keyboard,1,4679.55,0.25,3509.66,675.61,19.25,2021,1,1,Jan,2021-01,4,High (21-30%),₹2K–10K,True,109460.55,Silver,0.0054
ORD-02495,2021-01-15,2021-01-19,Second Class,CUST-0055,Esha Kapoor,Corporate,South,Kochi,Home & Kitchen,Pressure Cooker 5L,1,2093.25,0.05,1988.59,760.04,38.22,2021,1,1,Jan,2021-01,4,Low (1-10%),< ₹2K,True,360224.3,Platinum,0.0031
ORD-04830,2021-01-16,2021-01-19,First Class,CUST-0107,Sakshi Shah,Consumer,North,Jaipur,Clothing,Ethnic Saree,1,3429.28,0.0,3429.28,1714.64,50.0,2021,1,1,Jan,2021-01,3,No Discount,₹2K–10K,True,114916.98,Silver,0.0053
ORD-04095,2021-01-16,2021-01-22,Standard Class,CUST-0128,Pooja Kapoor,Home Office,North,Lucknow,Electronics,Smartphone X12,2,18616.73,0.0,37233.46,6702.02,18.0,2021,1,1,Jan,2021-01,6,No Discount,₹30K–1L,True,313170.32,Platinum,0.0574
ORD-01963,2021-01-18,2021-01-23,Standard Class,CUST-0213,Arjun Pandey,Corporate,South,Hyderabad,Electronics,"Monitor 27"" 4K",2,21107.33,0.1,37993.19,6215.31,16.36,2021,1,1,Jan,2021-01,5,Low (1-10%),₹30K–1L,True,275856.57,Gold,0.0586
ORD-03724,2021-01-19,2021-01-26,Standard Class,CUST-0162,Ishaan Kapoor,Corporate,North,Amritsar,Clothing,Men's Formal Shirt,3,1259.36,0.1,3400.27,1533.52,45.1,2021,1,1,Jan,2021-01,7,Low (1-10%),₹2K–10K,True,125534.42,Silver,0.0052
ORD-03431,2021-01-19,2021-01-21,Same Day,CUST-0036,Aarav Sinha,Corporate,East,Ranchi,Electronics,"Laptop Pro 15""",2,54001.73,0.0,108003.46,21859.9,20.24,2021,1,1,Jan,2021-01,2,No Discount,> ₹1L,True,225204.25,Gold,0.1666
ORD-00424,2021-01-19,2021-01-20,Same Day,CUST-0156,Neha Malhotra,Consumer,East,Patna,Clothing,Ethnic Saree,1,3460.8,0.0,3460.8,1591.97,46.0,2021,1,1,Jan,2021-01,1,No Discount,₹2K–10K,True,70423.22,Silver,0.0053
ORD-02085,2021-01-20,2021-01-23,Second Class,CUST-0108,Sandeep Tiwari,Corporate,West,Nagpur,Electronics,Smartwatch Series 5,2,8155.01,0.25,12232.52,1850.17,15.13,2021,1,1,Jan,2021-01,3,High (21-30%),₹10K–30K,True,268151.18,Gold,0.0189
ORD-02347,2021-01-20,2021-01-26,Standard Class,CUST-0268,Farhan Kumar,Corporate,South,Kochi,Clothing,Woollen Sweater,3,2075.37,0.1,5603.5,2267.57,40.47,2021,1,1,Jan,2021-01,6,Low (1-10%),₹2K–10K,True,342100.09,Platinum,0.0086
ORD-01536,2021-01-20,2021-01-25,Standard Class,CUST-0004,Aditi Patel,Corporate,South,Chennai,Sports & Fitness,Dumbbells 10kg Pair,3,2552.3,0.15,6508.37,1895.69,29.13,2021,1,1,Jan,2021-01,5,Medium (11-20%),₹2K–10K,True,332289.77,Platinum,0.01
ORD-03998,2021-01-20,2021-01-23,First Class,CUST-0252,Suresh Pandey,Consumer,South,Kochi,Sports & Fitness,Dumbbells 10kg Pair,1,2583.65,0.05,2454.47,891.2,36.31,2021,1,1,Jan,2021-01,3,Low (1-10%),₹2K–10K,True,291023.1,Gold,0.0038
ORD-00746,2021-01-21,2021-01-25,First Class,CUST-0053,Arjun Bose,Home Office,South,Hyderabad,Clothing,Ethnic Saree,1,3451.17,0.15,2933.49,1124.26,38.32,2021,1,1,Jan,2021-01,4,Medium (11-20%),₹2K–10K,True,140507.85,Silver,0.0045
ORD-04329,2021-01-21,2021-01-26,Standard Class,CUST-0095,Arjun Yadav,Corporate,South,Coimbatore,Books & Stationery,Notebook Premium A4,3,224.19,0.05,638.94,305.26,47.78,2021,1,1,Jan,2021-01,5,Low (1-10%),< ₹2K,True,158140.53,Gold,0.001
ORD-00060,2021-01-21,2021-01-26,Standard Class,CUST-0029,Anjali Kapoor,Corporate,North,Delhi,Home & Kitchen,Water Purifier RO,1,9063.83,0.0,9063.83,2537.87,28.0,2021,1,1,Jan,2021-01,5,No Discount,₹2K–10K,True,356457.54,Platinum,0.014
ORD-04794,2021-01-21,2021-01-26,Standard Class,CUST-0115,Vikram Patel,Corporate,East,Ranchi,Sports & Fitness,Running Shoes Pro,2,4360.5,0.0,8721.0,2808.16,32.2,2021,1,1,Jan,2021-01,5,No Discount,₹2K–10K,True,211432.02,Gold,0.0135
ORD-03113,2021-01-22,2021-01-29,Standard Class,CUST-0078,Neha Pandey,Consumer,East,Bhubaneswar,Sports & Fitness,Jump Rope Speed,2,452.87,0.0,905.74,483.3,53.36,2021,1,1,Jan,2021-01,7,No Discount,< ₹2K,True,121274.84,Silver,0.0014
ORD-03306,2021-01-22,2021-01-27,Standard Class,CUST-0184,Yash Sharma,Home Office,North,Jaipur,Home & Kitchen,Bedsheet Set King,1,1809.0,0.0,1809.0,994.95,55.0,2021,1,1,Jan,2021-01,5,No Discount,< ₹2K,True,259210.45,Gold,0.0028
ORD-01928,2021-01-22,2021-01-27,Standard Class,CUST-0171,Vikas Kapoor,Corporate,North,Lucknow,Clothing,Sneakers Classic,2,3279.75,0.25,4919.62,1136.43,23.1,2021,1,1,Jan,2021-01,5,High (21-30%),₹2K–10K,True,169123.78999999998,Gold,0.0076
ORD-01117,2021-01-23,2021-01-30,Standard Class,CUST-0274,Suresh Chatterjee,Home Office,East,Ranchi,Home & Kitchen,Sofa Cushion Set,1,1197.62,0.4,718.57,107.36,14.94,2021,1,1,Jan,2021-01,7,Very High (>30%),< ₹2K,True,54377.27,Silver,0.0011
ORD-04297,2021-01-24,2021-01-29,Standard Class,CUST-0043,Amit Patel,Consumer,South,Chennai,Sports & Fitness,Protein Powder 2kg,5,2864.24,0.3,10024.84,1452.6,14.49,2021,1,1,Jan,2021-01,5,High (21-30%),₹10K–30K,True,125722.0,Silver,0.0155
ORD-02660,2021-01-24,2021-01-30,Standard Class,CUST-0159,Ananya Iyer,Consumer,South,Bangalore,Home & Kitchen,Water Purifier RO,1,9917.26,0.0,9917.26,2915.67,29.4,2021,1,1,Jan,2021-01,6,No Discount,₹2K–10K,True,101604.9,Silver,0.0153
ORD-02080,2021-01-26,2021-01-28,First Class,CUST-0228,Sakshi Chopra,Consumer,West,Ahmedabad,Sports & Fitness,Yoga Mat Premium,1,1776.73,0.15,1510.22,545.72,36.14,2021,1,1,Jan,2021-01,2,Medium (11-20%),< ₹2K,True,449085.18,Platinum,0.0023
ORD-01076,2021-01-27,2021-02-01,Standard Class,CUST-0243,Geeta Bose,Home Office,South,Bangalore,Home & Kitchen,Bedsheet Set King,1,1741.66,0.15,1480.41,624.1,42.16,2021,1,1,Jan,2021-01,5,Medium (11-20%),< ₹2K,True,264746.91000000003,Gold,0.0023
ORD-04172,2021-01-27,2021-02-01,Standard Class,CUST-0031,Geeta Patel,Corporate,West,Surat,Home & Kitchen,Vacuum Cleaner,2,6196.87,0.4,7436.24,687.1,9.24,2021,1,1,Jan,2021-01,5,Very High (>30%),₹2K–10K,True,117359.56,Silver,0.0115
ORD-03285,2021-01-29,2021-02-03,Standard Class,CUST-0087,Priya Singh,Corporate,North,Amritsar,Clothing,Ethnic Saree,2,3582.45,0.2,5731.92,1834.21,32.0,2021,1,1,Jan,2021-01,5,Medium (11-20%),₹2K–10K,True,225383.02,Gold,0.0088
ORD-01115,2021-01-29,2021-02-03,Standard Class,CUST-0156,Neha Malhotra,Consumer,East,Patna,Electronics,Mechanical Keyboard,2,4462.03,0.2,7139.25,1471.25,20.61,2021,1,1,Jan,2021-01,5,Medium (11-20%),₹2K–10K,True,70423.22,Silver,0.011
ORD-00958,2021-01-29,2021-02-05,Standard Class,CUST-0258,Chetan Pillai,Corporate,East,Guwahati,Books & Stationery,Novel - Bestseller,1,336.67,0.1,303.0,102.87,33.95,2021,1,1,Jan,2021-01,7,Low (1-10%),< ₹2K,True,184547.37,Gold,0.0005
ORD-03645,2021-01-30,2021-02-06,Standard Class,CUST-0168,Ravi Pandey,Consumer,North,Amritsar,Clothing,Women's Kurti,1,1472.01,0.3,1030.41,246.47,23.92,2021,1,1,Jan,2021-01,7,High (21-30%),< ₹2K,True,389666.37,Platinum,0.0016
ORD-03258,2021-01-30,2021-02-01,First Class,CUST-0092,Akash Sharma,Corporate,East,Bhubaneswar,Electronics,"Monitor 27"" 4K",1,21701.74,0.0,21701.74,3793.46,17.48,2021,1,1,Jan,2021-01,2,No Discount,₹10K–30K,True,211013.7,Gold,0.0335
ORD-02641,2021-01-30,2021-02-05,Standard Class,CUST-0083,Sandeep Patel,Consumer,South,Hyderabad,Home & Kitchen,Bedsheet Set King,1,1731.78,0.0,1731.78,1000.1,57.75,2021,1,1,Jan,2021-01,6,No Discount,< ₹2K,True,173051.2,Gold,0.0027
ORD-01026,2021-01-30,2021-02-04,Standard Class,CUST-0225,Manish Chatterjee,Consumer,West,Surat,Sports & Fitness,Protein Powder 2kg,1,2860.48,0.15,2431.41,585.73,24.09,2021,1,1,Jan,2021-01,5,Medium (11-20%),₹2K–10K,True,259743.0,Gold,0.0038
ORD-01343,2021-01-31,2021-02-07,Standard Class,CUST-0109,Sakshi Sharma,Consumer,North,Jaipur,Books & Stationery,Novel - Bestseller,1,350.15,0.0,350.15,157.57,45.0,2021,1,1,Jan,2021-01,7,No Discount,< ₹2K,True,217305.67,Gold,0.0005
ORD-02216,2021-01-31,2021-02-05,Standard Class,CUST-0266,Manish Gupta,Corporate,South,Bangalore,Home & Kitchen,Vacuum Cleaner,1,6304.58,0.0,6304.58,1985.94,31.5,2021,1,1,Jan,2021-01,5,No Discount,₹2K–10K,True,288196.23,Gold,0.0097
ORD-04019,2021-01-31,2021-02-06,Standard Class,CUST-0026,Priya Kumar,Corporate,South,Coimbatore,Electronics,"Laptop Pro 15""",1,52451.35,0.25,39338.51,4997.96,12.71,2021,1,1,Jan,2021-01,6,High (21-30%),₹30K–1L,True,121054.5,Silver,0.0607
ORD-02418,2021-02-01,2021-02-06,Standard Class,CUST-0189,Ravi Shah,Corporate,South,Bangalore,Books & Stationery,Python Programming,1,566.13,0.3,396.29,72.73,18.35,2021,2,1,Feb,2021-02,5,High (21-30%),< ₹2K,True,247493.41,Gold,0.0006
ORD-03348,2021-02-01,2021-02-04,First Class,CUST-0233,Bhavesh Iyer,Corporate,West,Surat,Electronics,Smartwatch Series 5,1,8070.21,0.35,5245.64,533.74,10.17,2021,2,1,Feb,2021-02,3,Very High (>30%),₹2K–10K,True,601956.97,Platinum,0.0081
ORD-00664,2021-02-01,2021-02-07,Standard Class,CUST-0229,Tanvi Das,Home Office,North,Lucknow,Home & Kitchen,Non-Stick Cookware Set,3,3676.55,0.2,8823.72,2032.99,23.04,2021,2,1,Feb,2021-02,6,Medium (11-20%),₹2K–10K,True,200401.39,Gold,0.0136
ORD-02755,2021-02-01,2021-02-08,Standard Class,CUST-0224,Bhavesh Tiwari,Consumer,West,Ahmedabad,Electronics,USB-C Hub,1,1736.3,0.3,1215.41,246.0,20.24,2021,2,1,Feb,2021-02,7,High (21-30%),< ₹2K,True,319149.87,Platinum,0.0019
ORD-04477,2021-02-01,2021-02-05,First Class,CUST-0132,Manish Yadav,Consumer,West,Mumbai,Electronics,Smartwatch Series 5,3,7941.87,0.0,23825.61,6552.04,27.5,2021,2,1,Feb,2021-02,4,No Discount,₹10K–30K,True,283028.06,Gold,0.0368
ORD-03914,2021-02-02,2021-02-07,Second Class,CUST-0229,Tanvi Das,Home Office,North,Lucknow,Clothing,Women's Kurti,2,1518.05,0.15,2580.68,979.63,37.96,2021,2,1,Feb,2021-02,5,Medium (11-20%),₹2K–10K,True,200401.39,Gold,0.004
ORD-01469,2021-02-02,2021-02-08,Standard Class,CUST-0223,Esha Verma,Consumer,South,Kochi,Clothing,Formal Trousers,1,1739.65,0.0,1739.65,913.31,52.5,2021,2,1,Feb,2021-02,6,No Discount,< ₹2K,True,392444.56,Platinum,0.0027
ORD-01478,2021-02-02,2021-02-06,Second Class,CUST-0035,Rajesh Chopra,Home Office,South,Kochi,Home & Kitchen,Mixer Grinder 750W,1,3308.11,0.05,3142.7,1051.0,33.44,2021,2,1,Feb,2021-02,4,Low (1-10%),₹2K–10K,True,195474.09,Gold,0.0048
ORD-00708,2021-02-03,2021-02-10,Standard Class,CUST-0235,Ishaan Nair,Consumer,West,Surat,Sports & Fitness,Jump Rope Speed,1,458.27,0.3,320.79,94.15,29.35,2021,2,1,Feb,2021-02,7,High (21-30%),< ₹2K,True,61755.03,Silver,0.0005
ORD-01645,2021-02-03,2021-02-09,Standard Class,CUST-0191,Manish Joshi,Consumer,South,Kochi,Clothing,Ethnic Saree,1,3513.1,0.05,3337.44,1594.47,47.78,2021,2,1,Feb,2021-02,6,Low (1-10%),₹2K–10K,True,159096.33,Gold,0.0051
ORD-04266,2021-02-03,2021-02-08,Standard Class,CUST-0156,Neha Malhotra,Consumer,East,Patna,Books & Stationery,Novel - Bestseller,3,364.44,0.1,983.99,334.04,33.95,2021,2,1,Feb,2021-02,5,Low (1-10%),< ₹2K,True,70423.22,Silver,0.0015
ORD-03346,2021-02-03,2021-02-08,Standard Class,CUST-0208,Neha Shah,Corporate,North,Chandigarh,Sports & Fitness,Badminton Racket Set,3,1473.73,0.15,3758.01,1152.21,30.66,2021,2,1,Feb,2021-02,5,Medium (11-20%),₹2K–10K,True,203147.71,Gold,0.0058
ORD-03698,2021-02-03,2021-02-07,Second Class,CUST-0075,Gaurav Chatterjee,Corporate,South,Coimbatore,Electronics,Smartphone Lite,4,9933.38,0.35,25826.79,1505.06,5.83,2021,2,1,Feb,2021-02,4,Very High (>30%),₹10K–30K,True,495920.23,Platinum,0.0398
ORD-01313,2021-02-03,2021-02-09,Standard Class,CUST-0130,Amit Pillai,Consumer,South,Chennai,Sports & Fitness,Football Nike,4,1805.82,0.0,7223.28,3033.78,42.0,2021,2,1,Feb,2021-02,6,No Discount,₹2K–10K,True,386095.91,Platinum,0.0111
ORD-00826,2021-02-03,2021-02-10,Standard Class,CUST-0161,Aditi Mishra,Consumer,South,Chennai,Electronics,Mechanical Keyboard,1,4633.88,0.0,4633.88,1702.95,36.75,2021,2,1,Feb,2021-02,7,No Discount,₹2K–10K,True,147938.87,Silver,0.0071
ORD-01717,2021-02-04,2021-02-09,Second Class,CUST-0092,Akash Sharma,Corporate,East,Bhubaneswar,Clothing,Formal Trousers,1,1855.88,0.05,1763.09,738.03,41.86,2021,2,1,Feb,2021-02,5,Low (1-10%),< ₹2K,True,211013.7,Gold,0.0027
ORD-00562,2021-02-04,2021-02-11,Standard Class,CUST-0062,Rahul Malhotra,Consumer,South,Bangalore,Home & Kitchen,Pressure Cooker 5L,1,2123.79,0.1,1911.41,658.29,34.44,2021,2,1,Feb,2021-02,7,Low (1-10%),< ₹2K,True,217090.66,Gold,0.0029
ORD-02869,2021-02-04,2021-02-11,Standard Class,CUST-0073,Deepika Gupta,Consumer,North,Amritsar,Books & Stationery,Pen Set Luxury,3,699.52,0.1,1888.7,805.34,42.64,2021,2,1,Feb,2021-02,7,Low (1-10%),< ₹2K,True,388395.21,Platinum,0.0029
ORD-03391,2021-02-04,2021-02-10,Standard Class,CUST-0286,Gaurav Malhotra,Consumer,North,Chandigarh,Home & Kitchen,Vacuum Cleaner,1,6542.66,0.05,6215.53,1696.84,27.3,2021,2,1,Feb,2021-02,6,Low (1-10%),₹2K–10K,True,225870.85,Gold,0.0096
ORD-02310,2021-02-05,2021-02-12,Standard Class,CUST-0003,Deepika Chatterjee,Corporate,West,Mumbai,Sports & Fitness,Badminton Racket Set,3,1571.03,0.05,4477.44,1882.41,42.04,2021,2,1,Feb,2021-02,7,Low (1-10%),₹2K–10K,True,262175.57,Gold,0.0069
ORD-01677,2021-02-05,2021-02-10,Standard Class,CUST-0074,Arjun Pandey,Corporate,South,Kochi,Books & Stationery,Highlighter Pack,1,177.06,0.1,159.35,75.46,47.35,2021,2,1,Feb,2021-02,5,Low (1-10%),< ₹2K,True,110033.17,Silver,0.0002
ORD-02835,2021-02-05,2021-02-09,First Class,CUST-0109,Sakshi Sharma,Consumer,North,Jaipur,Sports & Fitness,Cycling Helmet,1,2175.91,0.25,1631.93,359.02,22.0,2021,2,1,Feb,2021-02,4,High (21-30%),< ₹2K,True,217305.67,Gold,0.0025
ORD-01180,2021-02-05,2021-02-10,Standard Class,CUST-0037,Manish Bose,Consumer,North,Jaipur,Electronics,"Monitor 27"" 4K",3,21059.55,0.0,63178.65,12003.94,19.0,2021,2,1,Feb,2021-02,5,No Discount,₹30K–1L,True,240309.89,Gold,0.0975
ORD-03892,2021-02-06,2021-02-13,Standard Class,CUST-0005,Anjali Mishra,Consumer,North,Amritsar,Electronics,Wireless Earbuds,2,3435.31,0.15,5840.03,1278.97,21.9,2021,2,1,Feb,2021-02,7,Medium (11-20%),₹2K–10K,True,142319.54,Silver,0.009
